color,l,a,b,parent
青,54.54893894,-11.73873234,-0.7804227,青
赤,53.77313247,39.15887941,18.09358232,赤
黄,72.27785236,9.12971148,47.41220973,黄
白,82.11110918,5.59169054,6.1117227,白
黑,32.69895543,4.74059813,0.82755998,黑
